MMIS_MD_ID|INTERFACE_ID|ELEMENT_NAME|LENGTH|SEQUENCE_NUM|REQUIRED
718|1|P-MAIL-CONTCT-PHON-NUM|10|960|False
719|1|P-MAIL-CONTCT-EMAIL-AD.|128|970|False
720|1|G-MAIL-TO-QUAD-CD|2|980|False
721|1|G-MAIL-TO-WARD-CD|2|990|False
722|1|P-OTHER-NAM-ORG-IND|1|1000|False
723|1|P-OTHER-NAM|35|1010|False
724|1|P-OTHER-LAST-NAM|35|1020|False
725|1|P-OTHER-FST-NAM|15|1030|False
726|1|P-OTHER-MI-NAM|1|1040|False
727|1|P-OTHER-SFX-NAM|5|1050|False
728|1|P-OTHER-ST-CD|2|1060|False
729|1|P-OTHER-CNTY-CD|2|1070|False
730|1|P-OTHER-LINE1-AD|30|1080|False
731|1|P-OTHER-LINE2-AD|30|1090|False
732|1|P-OTHER-CITY-NAM|20|1100|False
733|1|P-OTHER-ZIP4-CD|4|1110|False
734|1|P-OTHER-ZIP5-CD|5|1120|False
735|1|P-OTHER-PHON-NUM|10|1130|False
736|1|P-OTHER-FAX-NUM|10|1140|False
737|1|P-OTHER-CONTCT-NAM|35|1150|False
738|1|P-OTHER-CONTCT-PHON-NUM|10|1160|False
739|1|P-OTHER-CONTCT-EMAIL-AD.|128|1170|False
740|1|G-OTHER-QUAD-CD|2|1180|False
741|1|G-OTHER-WARD-CD|2|1190|False
742|1|P-RA-MAILING-NAM-ORG-IND|1|1200|False
743|1|P-RA-MAILING-NAM|35|1210|False
744|1|P-RA-MAILING-LAST-NAM|35|1220|False
745|1|P-RA-MAILING-FST-NAM|15|1230|False
746|1|P-RA-MAILING-MI-NAM|1|1240|False
747|1|P-RA-MAILING-SFX-NAM|5|1250|False
748|1|P-RA-MAILING-ST-CD|2|1260|False
749|1|P-RA-MAILING-CNTY-CD|2|1270|False
750|1|P-RA-MAILING-LINE1-AD|30|1280|False
751|1|P-RA-MAILING-LINE2-AD|30|1290|False
752|1|P-RA-MAILING-CITY-NAM|20|1300|False
753|1|P-RA-MAILING-ZIP4-CD|4|1310|False
754|1|P-RA-MAILING-ZIP5-CD|5|1320|False
755|1|P-RA-MAILING-PHON-NUM|10|1330|False
756|1|P-RA-MAILING-FAX-NUM|10|1340|False
757|1|P-RA-MAILING-CONTCT-NAM|35|1350|False
758|1|P-RA-MAILING-CONTCT-PHON-NUM|10|1360|False
759|1|P-RA-MAILING-CONTCT-EMAIL-AD.|128|1370|False
760|1|G-RA-MAILING-QUAD-CD|2|1380|False
761|1|G-RA-MAILING-WARD-CD|2|1390|False
762|1|P-W9-1099-NAM-ORG-IND|1|1400|False
763|1|P-W9-1099-NAM|35|1410|False
764|1|P-W9-1099-LAST-NAM|35|1420|False
765|1|P-W9-1099-FST-NAM|15|1430|False
766|1|P-W9-1099-NAM|1|1440|False
767|1|P-W9-1099-SFX-NAM|5|1450|False
768|1|P-W9-1099-ST-CD|2|1460|False
769|1|P-W9-1099-CNTY-CD|2|1470|False
770|1|P-W9-1099-LINE1-AD|30|1480|False
771|1|P-W9-1099-LINE2-AD|30|1490|False
772|1|P-W9-1099-CITY-NAM|20|1500|False
773|1|P-W9-1099-ZIP4-CD|4|1510|False
774|1|P-W9-1099-ZIP5-CD|5|1520|False
775|1|P-W9-1099-PHON-NUM|10|1530|False
776|1|P-W9-1099-FAX-NUM|10|1540|False
777|1|P-W9-1099-CONTCT-NAM|35|1550|False
778|1|P-W9-1099-CONTCT-PHON-NUM|10|1560|False
779|1|P-W9-1099-CONTCT-EMAIL-AD.|128|1570|False
780|1|G-W9-1099-QUAD-CD|2|1580|False
781|1|G-W9-1099-WARD-CD|2|1590|False
782|1|P-MEMBER-P-ID|9|1600|False
783|1|MAX-MEMBER-PDMS-ID|10|1610|False
784|1|P-AFFL-BEG-DT|10|1620|False
785|1|P-AFFL-END-DT|10|1630|False
786|1|P-AFFL-TY-CD|1|1640|False
787|1|P-ENROL-STAT-TY-CD|2|1650|False
788|1|P-SSN-NUM|9|1660|False
789|1|P-CLIA-NUM|10|1670|False
790|1|P-CLIA-CERT-TY-CD|1|1680|False
791|1|P-CLIA-CERT-EFF-DT|10|1690|False
792|1|P-CLIA-CERT-EXPIR-DT|10|1700|False
793|1|P-STAT-EFF-DT-1|10|1710|False
794|1|P-TY-CD-1|3|1720|False
795|1|P-STAT-END-DT-1|10|1730|False
796|1|P-ENROL-STAT-TY-CD- 1|2|1740|False
797|1|P-STAT-EFF-DT-2|10|1750|False
798|1|P-TY-CD-2|3|1760|False
799|1|P-STAT-END-DT-2|10|1770|False
800|1|P-ENROL-STAT-TY-CD- 2|2|1780|False
801|1|P-STAT-EFF-DT-3|10|1790|False
802|1|P-TY-CD-3|3|1800|False
803|1|P-STAT-END-DT-3|10|1810|False
804|1|P-ENROL-STAT-TY-CD- 3|2|1820|False
805|1|P-STAT-EFF-DT-4|10|1830|False
806|1|P-TY-CD-4|3|1840|False
807|1|P-STAT-END-DT-4|10|1850|False
808|1|P-ENROL-STAT-TY-CD- 4|2|1860|False
809|1|P-STAT-EFF-DT-5|10|1870|False
810|1|P-TY-CD-5|3|1880|False
811|1|P-STAT-END-DT-5|10|1890|False
812|1|P-ENROL-STAT-TY-CD- 5|2|1900|False
813|1|P-STAT-EFF-DT-6|10|1910|False
