"PID","PROV_ID_TYPE","ID_PROVIDER","ID_DOC","ID_LETTER_EXTERNAL","DTE_ADDED"
"160178","MCD","2659485        ","6515258006016","FIN-3300-O          ","15-SEP-15"
"160936","MCD","2667065        ","6515258006017","FIN-3300-O          ","15-SEP-15"
"160939","MCD","2667092        ","6515258006018","FIN-3300-O          ","15-SEP-15"
"161332","MCD","2671023        ","6515258006019","FIN-3300-O          ","15-SEP-15"
"161720","MCD","2674904        ","6515258006020","FIN-3300-O          ","15-SEP-15"
"161794","MCD","2675645        ","6515258006021","FIN-3300-O          ","15-SEP-15"
"161810","MCD","2675805        ","6515258006022","FIN-3300-O          ","15-SEP-15"
"162146","MCD","2679169        ","6515258006023","FIN-3300-O          ","15-SEP-15"
"162912","MCD","2686820        ","6515258006024","FIN-3300-O          ","15-SEP-15"
"163122","MCD","2688926        ","6515258006025","FIN-3300-O          ","15-SEP-15"
"163387","MCD","2691574        ","6515258006026","FIN-3300-O          ","15-SEP-15"
"163388","MCD","2691583        ","6515258006027","FIN-3300-O          ","15-SEP-15"
"163523","MCD","2692939        ","6515258006028","FIN-3300-O          ","15-SEP-15"
"163604","MCD","2693741        ","6515258006029","FIN-3300-O          ","15-SEP-15"
"164239","MCD","2700090        ","6515258006030","FIN-3300-O          ","15-SEP-15"
"164240","MCD","2700107        ","6515258006031","FIN-3300-O          ","15-SEP-15"
"164241","MCD","2700116        ","6515258006032","FIN-3300-O          ","15-SEP-15"
"164242","MCD","2700125        ","6515258006033","FIN-3300-O          ","15-SEP-15"
"164592","MCD","2703622        ","6515258006034","FIN-3300-O          ","15-SEP-15"
"10361390","MCD","0113990        ","6515258006035","FIN-3300-O          ","15-SEP-15"
"164614","MCD","2703846        ","6515258006036","FIN-3300-O          ","15-SEP-15"
"164655","MCD","2704256        ","6515258006037","FIN-3300-O          ","15-SEP-15"
"164824","MCD","2705942        ","6515258006038","FIN-3300-O          ","15-SEP-15"
"164826","MCD","2705960        ","6515258006039","FIN-3300-O          ","15-SEP-15"
"164831","MCD","2706012        ","6515258006040","FIN-3300-O          ","15-SEP-15"
"10366084","MCD","0119206        ","6515258006041","FIN-3300-O          ","15-SEP-15"
"165037","MCD","2708074        ","6515258006042","FIN-3300-O          ","15-SEP-15"
"165038","MCD","2708083        ","6515258006043","FIN-3300-O          ","15-SEP-15"
"165040","MCD","2708109        ","6515258006044","FIN-3300-O          ","15-SEP-15"
"165041","MCD","2708118        ","6515258006045","FIN-3300-O          ","15-SEP-15"
"165108","MCD","2708789        ","6515258006046","FIN-3300-O          ","15-SEP-15"
"165109","MCD","2708798        ","6515258006047","FIN-3300-O          ","15-SEP-15"
"165185","MCD","2709555        ","6515258006048","FIN-3300-O          ","15-SEP-15"
"165186","MCD","2709564        ","6515258006049","FIN-3300-O          ","15-SEP-15"
"165210","MCD","2709804        ","6515258006050","FIN-3300-O          ","15-SEP-15"
"165211","MCD","2709813        ","6515258006051","FIN-3300-O          ","15-SEP-15"
"165212","MCD","2709822        ","6515258006052","FIN-3300-O          ","15-SEP-15"
"165230","MCD","2710007        ","6515258006053","FIN-3300-O          ","15-SEP-15"
"165233","MCD","2710034        ","6515258006054","FIN-3300-O          ","15-SEP-15"
"165300","MCD","2710703        ","6515258006055","FIN-3300-O          ","15-SEP-15"
"165304","MCD","2710749        ","6515258006056","FIN-3300-O          ","15-SEP-15"
"165305","MCD","2710758        ","6515258006057","FIN-3300-O          ","15-SEP-15"
"165307","MCD","2710776        ","6515258006058","FIN-3300-O          ","15-SEP-15"
"10361312","MCD","0113903        ","6515258006059","FIN-3300-O          ","15-SEP-15"
"165334","MCD","2711042        ","6515258006060","FIN-3300-O          ","15-SEP-15"
"165363","MCD","2711337        ","6515258006061","FIN-3300-O          ","15-SEP-15"
"165364","MCD","2711346        ","6515258006062","FIN-3300-O          ","15-SEP-15"
"10361355","MCD","0113952        ","6515258006063","FIN-3300-O          ","15-SEP-15"
"165470","MCD","2712407        ","6515258006064","FIN-3300-O          ","15-SEP-15"
"165471","MCD","2712416        ","6515258006065","FIN-3300-O          ","15-SEP-15"
"165936","MCD","2717064        ","6515258006066","FIN-3300-O          ","15-SEP-15"
"165937","MCD","2717073        ","6515258006067","FIN-3300-O          ","15-SEP-15"
"10358333","MCD","0110593        ","6515258006068","FIN-3300-O          ","15-SEP-15"
"166682","MCD","2724538        ","6515258006069","FIN-3300-O          ","15-SEP-15"
"167522","MCD","2732930        ","6515258006070","FIN-3300-O          ","15-SEP-15"
"167848","MCD","2736196        ","6515258006071","FIN-3300-O          ","15-SEP-15"
"167885","MCD","2736561        ","6515258006072","FIN-3300-O          ","15-SEP-15"
"10356556","MCD","0108619        ","6515258006073","FIN-3300-O          ","15-SEP-15"
"168070","MCD","2738416        ","6515258006074","FIN-3300-O          ","15-SEP-15"
"10356545","MCD","0108606        ","6515258006075","FIN-3300-O          ","15-SEP-15"
"168141","MCD","2739120        ","6515258006076","FIN-3300-O          ","15-SEP-15"
"190366","MCD","2903059        ","6515258006077","FIN-3300-O          ","15-SEP-15"
"168666","MCD","2744383        ","6515258006078","FIN-3300-O          ","15-SEP-15"
"169280","MCD","2750527        ","6515258006079","FIN-3300-O          ","15-SEP-15"
"169377","MCD","2751491        ","6515258006080","FIN-3300-O          ","15-SEP-15"
"169378","MCD","2751508        ","6515258006081","FIN-3300-O          ","15-SEP-15"
"217973","MCD","3160690        ","6515258006082","FIN-3300-O          ","15-SEP-15"
"169471","MCD","2752436        ","6515258006083","FIN-3300-O          ","15-SEP-15"
"170060","MCD","2758332        ","6515258006084","FIN-3300-O          ","15-SEP-15"
"170068","MCD","2758412        ","6515258006085","FIN-3300-O          ","15-SEP-15"
"170126","MCD","2758994        ","6515258006086","FIN-3300-O          ","15-SEP-15"
"170781","MCD","2765548        ","6515258006087","FIN-3300-O          ","15-SEP-15"
"171037","MCD","2768107        ","6515258006088","FIN-3300-O          ","15-SEP-15"
"171038","MCD","2768116        ","6515258006089","FIN-3300-O          ","15-SEP-15"
"171041","MCD","2768143        ","6515258006090","FIN-3300-O          ","15-SEP-15"
"10366217","MCD","0119353        ","6515258006091","FIN-3300-O          ","15-SEP-15"
"171133","MCD","2769062        ","6515258006092","FIN-3300-O          ","15-SEP-15"
"171272","MCD","2770452        ","6515258006093","FIN-3300-O          ","15-SEP-15"
"171459","MCD","2772325        ","6515258006094","FIN-3300-O          ","15-SEP-15"
"171461","MCD","2772343        ","6515258006095","FIN-3300-O          ","15-SEP-15"
"171541","MCD","2773146        ","6515258006096","FIN-3300-O          ","15-SEP-15"
"10361257","MCD","0113842        ","6515258006097","FIN-3300-O          ","15-SEP-15"
"171883","MCD","2776563        ","6515258006098","FIN-3300-O          ","15-SEP-15"
"171933","MCD","2777062        ","6515258006099","FIN-3300-O          ","15-SEP-15"
"172697","MCD","2784705        ","6515258006100","FIN-3300-O          ","15-SEP-15"
"172880","MCD","2786534        ","6515258006101","FIN-3300-O          ","15-SEP-15"
"173165","MCD","2789380        ","6515258006102","FIN-3300-O          ","15-SEP-15"
"173206","MCD","2789791        ","6515258006103","FIN-3300-O          ","15-SEP-15"
"173354","MCD","2791279        ","6515258006104","FIN-3300-O          ","15-SEP-15"
"173356","MCD","2791297        ","6515258006105","FIN-3300-O          ","15-SEP-15"
"173363","MCD","2791368        ","6515258006106","FIN-3300-O          ","15-SEP-15"
"173364","MCD","2791377        ","6515258006107","FIN-3300-O          ","15-SEP-15"
"173365","MCD","2791386        ","6515258006108","FIN-3300-O          ","15-SEP-15"
"173367","MCD","2791402        ","6515258006109","FIN-3300-O          ","15-SEP-15"
"173376","MCD","2791493        ","6515258006110","FIN-3300-O          ","15-SEP-15"
"173378","MCD","2791519        ","6515258006111","FIN-3300-O          ","15-SEP-15"
"173379","MCD","2791528        ","6515258006112","FIN-3300-O          ","15-SEP-15"
"173380","MCD","2791537        ","6515258006113","FIN-3300-O          ","15-SEP-15"
"173381","MCD","2791546        ","6515258006114","FIN-3300-O          ","15-SEP-15"
"173383","MCD","2791564        ","6515258006115","FIN-3300-O          ","15-SEP-15"
"173392","MCD","2791653        ","6515258006116","FIN-3300-O          ","15-SEP-15"
"173393","MCD","2791662        ","6515258006117","FIN-3300-O          ","15-SEP-15"
"173394","MCD","2791671        ","6515258006118","FIN-3300-O          ","15-SEP-15"
"173396","MCD","2791699        ","6515258006119","FIN-3300-O          ","15-SEP-15"
"173397","MCD","2791706        ","6515258006120","FIN-3300-O          ","15-SEP-15"
"173398","MCD","2791715        ","6515258006121","FIN-3300-O          ","15-SEP-15"
"173400","MCD","2791733        ","6515258006122","FIN-3300-O          ","15-SEP-15"
"173401","MCD","2791742        ","6515258006123","FIN-3300-O          ","15-SEP-15"
"173402","MCD","2791751        ","6515258006124","FIN-3300-O          ","15-SEP-15"
"173403","MCD","2791760        ","6515258006125","FIN-3300-O          ","15-SEP-15"
"173404","MCD","2791779        ","6515258006126","FIN-3300-O          ","15-SEP-15"
"173419","MCD","2791920        ","6515258006127","FIN-3300-O          ","15-SEP-15"
"173420","MCD","2791939        ","6515258006128","FIN-3300-O          ","15-SEP-15"
"173424","MCD","2791975        ","6515258006129","FIN-3300-O          ","15-SEP-15"
"173425","MCD","2791984        ","6515258006130","FIN-3300-O          ","15-SEP-15"
"173426","MCD","2791993        ","6515258006131","FIN-3300-O          ","15-SEP-15"
"173427","MCD","2792009        ","6515258006132","FIN-3300-O          ","15-SEP-15"
"173430","MCD","2792036        ","6515258006133","FIN-3300-O          ","15-SEP-15"
"173439","MCD","2792125        ","6515258006134","FIN-3300-O          ","15-SEP-15"
"173443","MCD","2792161        ","6515258006135","FIN-3300-O          ","15-SEP-15"
"173444","MCD","2792170        ","6515258006136","FIN-3300-O          ","15-SEP-15"
"173447","MCD","2792205        ","6515258006137","FIN-3300-O          ","15-SEP-15"
"173450","MCD","2792232        ","6515258006138","FIN-3300-O          ","15-SEP-15"
"173452","MCD","2792250        ","6515258006139","FIN-3300-O          ","15-SEP-15"
"173453","MCD","2792269        ","6515258006140","FIN-3300-O          ","15-SEP-15"
"173454","MCD","2792278        ","6515258006141","FIN-3300-O          ","15-SEP-15"
"173455","MCD","2792287        ","6515258006142","FIN-3300-O          ","15-SEP-15"
"173456","MCD","2792296        ","6515258006143","FIN-3300-O          ","15-SEP-15"
"173457","MCD","2792303        ","6515258006144","FIN-3300-O          ","15-SEP-15"
"173458","MCD","2792312        ","6515258006145","FIN-3300-O          ","15-SEP-15"
"173459","MCD","2792321        ","6515258006146","FIN-3300-O          ","15-SEP-15"
"173460","MCD","2792330        ","6515258006147","FIN-3300-O          ","15-SEP-15"
"173712","MCD","2794856        ","6515258006148","FIN-3300-O          ","15-SEP-15"
"173910","MCD","2796836        ","6515258006149","FIN-3300-O          ","15-SEP-15"
"10355597","MCD","0107553        ","6515258006150","FIN-3300-O          ","15-SEP-15"
"174013","MCD","2797862        ","6515258006151","FIN-3300-O          ","15-SEP-15"
"10363525","MCD","0116362        ","6515258006152","FIN-3300-O          ","15-SEP-15"
"175202","MCD","2809769        ","6515258006153","FIN-3300-O          ","15-SEP-15"
"175771","MCD","2815458        ","6515258006154","FIN-3300-O          ","15-SEP-15"
"175772","MCD","2815467        ","6515258006155","FIN-3300-O          ","15-SEP-15"
"175774","MCD","2815485        ","6515258006156","FIN-3300-O          ","15-SEP-15"
"175775","MCD","2815494        ","6515258006157","FIN-3300-O          ","15-SEP-15"
"175777","MCD","2815510        ","6515258006158","FIN-3300-O          ","15-SEP-15"
"175778","MCD","2815529        ","6515258006159","FIN-3300-O          ","15-SEP-15"
"175779","MCD","2815538        ","6515258006160","FIN-3300-O          ","15-SEP-15"
"175780","MCD","2815547        ","6515258006161","FIN-3300-O          ","15-SEP-15"
"176109","MCD","2818839        ","6515258006162","FIN-3300-O          ","15-SEP-15"
"176111","MCD","2818857        ","6515258006163","FIN-3300-O          ","15-SEP-15"
"176169","MCD","2819436        ","6515258006164","FIN-3300-O          ","15-SEP-15"
"176171","MCD","2819454        ","6515258006165","FIN-3300-O          ","15-SEP-15"
"176918","MCD","2826928        ","6515258006166","FIN-3300-O          ","15-SEP-15"
"182670","MCD","2900641        ","6515258006167","FIN-3300-O          ","15-SEP-15"
"182673","MCD","2900678        ","6515258006168","FIN-3300-O          ","15-SEP-15"
"182674","MCD","2900687        ","6515258006169","FIN-3300-O          ","15-SEP-15"
"182694","MCD","2900883        ","6515258006170","FIN-3300-O          ","15-SEP-15"
"182697","MCD","2900918        ","6515258006171","FIN-3300-O          ","15-SEP-15"
"182721","MCD","2901159        ","6515258006172","FIN-3300-O          ","15-SEP-15"
"182805","MCD","2901999        ","6515258006173","FIN-3300-O          ","15-SEP-15"
"182838","MCD","2902327        ","6515258006174","FIN-3300-O          ","15-SEP-15"
"182845","MCD","2902390        ","6515258006175","FIN-3300-O          ","15-SEP-15"
"182846","MCD","2902407        ","6515258006176","FIN-3300-O          ","15-SEP-15"
"182853","MCD","2902470        ","6515258006177","FIN-3300-O          ","15-SEP-15"
"182864","MCD","2902587        ","6515258006178","FIN-3300-O          ","15-SEP-15"
"182890","MCD","2902845        ","6515258006179","FIN-3300-O          ","15-SEP-15"
"190361","MCD","2903004        ","6515258006180","FIN-3300-O          ","15-SEP-15"
"10366203","MCD","0119337        ","6515258006181","FIN-3300-O          ","15-SEP-15"
"190365","MCD","2903040        ","6515258006182","FIN-3300-O          ","15-SEP-15"
"190370","MCD","2903095        ","6515258006183","FIN-3300-O          ","15-SEP-15"
"190373","MCD","2903120        ","6515258006184","FIN-3300-O          ","15-SEP-15"
"190423","MCD","2903620        ","6515258006185","FIN-3300-O          ","15-SEP-15"
"190491","MCD","2904307        ","6515258006186","FIN-3300-O          ","15-SEP-15"
"190503","MCD","2904423        ","6515258006187","FIN-3300-O          ","15-SEP-15"
"190532","MCD","2904727        ","6515258006188","FIN-3300-O          ","15-SEP-15"
"190875","MCD","2908205        ","6515258006189","FIN-3300-O          ","15-SEP-15"
"191348","MCD","2912978        ","6515258006190","FIN-3300-O          ","15-SEP-15"
"192798","MCD","2927659        ","6515258006191","FIN-3300-O          ","15-SEP-15"
"194177","MCD","2941526        ","6515258006192","FIN-3300-O          ","15-SEP-15"
"194616","MCD","2945933        ","6515258006193","FIN-3300-O          ","15-SEP-15"
"194758","MCD","2947360        ","6515258006194","FIN-3300-O          ","15-SEP-15"
"195629","MCD","2956127        ","6515258006195","FIN-3300-O          ","15-SEP-15"
"198712","MCD","2987200        ","6515258006196","FIN-3300-O          ","15-SEP-15"
"198714","MCD","2987228        ","6515258006197","FIN-3300-O          ","15-SEP-15"
"198992","MCD","2990054        ","6515258006198","FIN-3300-O          ","15-SEP-15"
"199035","MCD","2990483        ","6515258006199","FIN-3300-O          ","15-SEP-15"
"199336","MCD","2993560        ","6515258006200","FIN-3300-O          ","15-SEP-15"
"199471","MCD","2994925        ","6515258006201","FIN-3300-O          ","15-SEP-15"
"200001","MCD","3000291        ","6515258006202","FIN-3300-O          ","15-SEP-15"
"200085","MCD","3001138        ","6515258006203","FIN-3300-O          ","15-SEP-15"
"200243","MCD","3002717        ","6515258006204","FIN-3300-O          ","15-SEP-15"
"200368","MCD","3003967        ","6515258006205","FIN-3300-O          ","15-SEP-15"
"200629","MCD","3006606        ","6515258006206","FIN-3300-O          ","15-SEP-15"
"200658","MCD","3006893        ","6515258006207","FIN-3300-O          ","15-SEP-15"
"201843","MCD","3018880        ","6515258006208","FIN-3300-O          ","15-SEP-15"
"202180","MCD","3022259        ","6515258006209","FIN-3300-O          ","15-SEP-15"
"205650","MCD","3036511        ","6515258006210","FIN-3300-O          ","15-SEP-15"
"205998","MCD","3040042        ","6515258006211","FIN-3300-O          ","15-SEP-15"
"205999","MCD","3040051        ","6515258006212","FIN-3300-O          ","15-SEP-15"
"206000","MCD","3040060        ","6515258006213","FIN-3300-O          ","15-SEP-15"
"206766","MCD","3047803        ","6515258006214","FIN-3300-O          ","15-SEP-15"
"208055","MCD","3060744        ","6515258006215","FIN-3300-O          ","15-SEP-15"
"183042","MCD","3060753        ","6515258006216","FIN-3300-O          ","15-SEP-15"
"208056","MCD","3060762        ","6515258006217","FIN-3300-O          ","15-SEP-15"
"209208","MCD","3072400        ","6515258006218","FIN-3300-O          ","15-SEP-15"
"209239","MCD","3072688        ","6515258006219","FIN-3300-O          ","15-SEP-15"
"209396","MCD","3074266        ","6515258006220","FIN-3300-O          ","15-SEP-15"
"209397","MCD","3074275        ","6515258006221","FIN-3300-O          ","15-SEP-15"
"209505","MCD","3075363        ","6515258006222","FIN-3300-O          ","15-SEP-15"
"209851","MCD","3078842        ","6515258006223","FIN-3300-O          ","15-SEP-15"
"210296","MCD","3083327        ","6515258006224","FIN-3300-O          ","15-SEP-15"
"210297","MCD","3083336        ","6515258006225","FIN-3300-O          ","15-SEP-15"
"210406","MCD","3084433        ","6515258006226","FIN-3300-O          ","15-SEP-15"
"211029","MCD","3090757        ","6515258006227","FIN-3300-O          ","15-SEP-15"
"211566","MCD","3096153        ","6515258006228","FIN-3300-O          ","15-SEP-15"
"211793","MCD","3098455        ","6515258006229","FIN-3300-O          ","15-SEP-15"
"211794","MCD","3098464        ","6515258006230","FIN-3300-O          ","15-SEP-15"
"211795","MCD","3098473        ","6515258006231","FIN-3300-O          ","15-SEP-15"
"212158","MCD","3102127        ","6515258006232","FIN-3300-O          ","15-SEP-15"
"10366059","MCD","0119177        ","6515258006233","FIN-3300-O          ","15-SEP-15"
"183082","MCD","3103751        ","6515258006234","FIN-3300-O          ","15-SEP-15"
"212598","MCD","3106552        ","6515258006235","FIN-3300-O          ","15-SEP-15"
"212765","MCD","3108256        ","6515258006236","FIN-3300-O          ","15-SEP-15"
"212769","MCD","3108292        ","6515258006237","FIN-3300-O          ","15-SEP-15"
"212770","MCD","3108309        ","6515258006238","FIN-3300-O          ","15-SEP-15"
"212771","MCD","3108318        ","6515258006239","FIN-3300-O          ","15-SEP-15"
"10366158","MCD","0119288        ","6515258006240","FIN-3300-O          ","15-SEP-15"
"10366135","MCD","0119262        ","6515258006241","FIN-3300-O          ","15-SEP-15"
"213829","MCD","3118816        ","6515258006242","FIN-3300-O          ","15-SEP-15"
"10366220","MCD","0119356        ","6515258006243","FIN-3300-O          ","15-SEP-15"
"10349087","MCD","0100320        ","6515258006244","FIN-3300-O          ","15-SEP-15"
"10350469","MCD","0101855        ","6515258006245","FIN-3300-O          ","15-SEP-15"
"216648","MCD","3147277        ","6515258006246","FIN-3300-O          ","15-SEP-15"
"216650","MCD","3147295        ","6515258006247","FIN-3300-O          ","15-SEP-15"
"10363876","MCD","0116753        ","6515258006248","FIN-3300-O          ","15-SEP-15"
"10363701","MCD","0116558        ","6515258006249","FIN-3300-O          ","15-SEP-15"
"217972","MCD","3160681        ","6515258006250","FIN-3300-O          ","15-SEP-15"
"183249","MCD","3293921        ","6515258006251","FIN-3300-O          ","15-SEP-15"
"10374090","MCD","0128069        ","6515258006252","FIN-3300-O          ","15-SEP-15"
"183949","MCD","4200653        ","6515258006253","FIN-3300-O          ","15-SEP-15"
"184099","MCD","4366958        ","6515258006254","FIN-3300-O          ","15-SEP-15"
"184927","MCD","5345200        ","6515258006255","FIN-3300-O          ","15-SEP-15"
"185032","MCD","5489850        ","6515258006256","FIN-3300-O          ","15-SEP-15"
"185628","MCD","6161755        ","6515258006257","FIN-3300-O          ","15-SEP-15"
"185911","MCD","6543502        ","6515258006258","FIN-3300-O          ","15-SEP-15"
"185974","MCD","6636331        ","6515258006259","FIN-3300-O          ","15-SEP-15"
"186217","MCD","6948503        ","6515258006260","FIN-3300-O          ","15-SEP-15"
"186236","MCD","6975662        ","6515258006261","FIN-3300-O          ","15-SEP-15"
"186493","MCD","7295289        ","6515258006262","FIN-3300-O          ","15-SEP-15"
"186599","MCD","7392487        ","6515258006263","FIN-3300-O          ","15-SEP-15"
"186816","MCD","7645552        ","6515258006264","FIN-3300-O          ","15-SEP-15"
"186843","MCD","7648808        ","6515258006265","FIN-3300-O          ","15-SEP-15"
"187119","MCD","7968472        ","6515258006266","FIN-3300-O          ","15-SEP-15"
"187709","MCD","8581075        ","6515258006267","FIN-3300-O          ","15-SEP-15"
"188477","MCD","9505753        ","6515258006268","FIN-3300-O          ","15-SEP-15"
"10349398","MCD","0100666        ","6515258006269","FIN-3300-O          ","15-SEP-15"
"10359367","MCD","0111742        ","6515258006270","FIN-3300-O          ","15-SEP-15"
"10354058","MCD","0105843        ","6515258006271","FIN-3300-O          ","15-SEP-15"
"10358033","MCD","0110260        ","6515258006272","FIN-3300-O          ","15-SEP-15"
"10360203","MCD","0112671        ","6515258006273","FIN-3300-O          ","15-SEP-15"
"10365894","MCD","0118995        ","6515258006274","FIN-3300-O          ","15-SEP-15"
"10361920","MCD","0114579        ","6515258006275","FIN-3300-O          ","15-SEP-15"
"10364386","MCD","0117319        ","6515258006276","FIN-3300-O          ","15-SEP-15"
"10358038","MCD","0110265        ","6515258006277","FIN-3300-O          ","15-SEP-15"
"10326906","MCD","0077293        ","6515258006278","FIN-3300-O          ","15-SEP-15"
"10356817","MCD","0108909        ","6515258006279","FIN-3300-O          ","15-SEP-15"
"10387377","MCD","0142139        ","6515258006280","FIN-3300-O          ","15-SEP-15"
"10387379","MCD","0142141        ","6515258006281","FIN-3300-O          ","15-SEP-15"
"44","MCD","0001938        ","6515258006451","FIN-3300-O          ","15-SEP-15"
"320","MCD","0010302        ","6515258006452","FIN-3300-O          ","15-SEP-15"
"838","MCD","0024637        ","6515258006453","FIN-3300-O          ","15-SEP-15"
"874","MCD","0025690        ","6515258006454","FIN-3300-O          ","15-SEP-15"
"876","MCD","0025725        ","6515258006455","FIN-3300-O          ","15-SEP-15"
"879","MCD","0025761        ","6515258006456","FIN-3300-O          ","15-SEP-15"
"881","MCD","0025789        ","6515258006457","FIN-3300-O          ","15-SEP-15"
"884","MCD","0025850        ","6515258006458","FIN-3300-O          ","15-SEP-15"
"1002","MCD","0030246        ","6515258006459","FIN-3300-O          ","15-SEP-15"
"1012","MCD","0030700        ","6515258006460","FIN-3300-O          ","15-SEP-15"
"1016","MCD","0030773        ","6515258006461","FIN-3300-O          ","15-SEP-15"
"1143","MCD","0034288        ","6515258006462","FIN-3300-O          ","15-SEP-15"
"1144","MCD","0034297        ","6515258006463","FIN-3300-O          ","15-SEP-15"
"1145","MCD","0034322        ","6515258006464","FIN-3300-O          ","15-SEP-15"
"1148","MCD","0034359        ","6515258006465","FIN-3300-O          ","15-SEP-15"
"1150","MCD","0034395        ","6515258006466","FIN-3300-O          ","15-SEP-15"
"1188","MCD","0035527        ","6515258006467","FIN-3300-O          ","15-SEP-15"
"10360777","MCD","0113309        ","6515258006468","FIN-3300-O          ","15-SEP-15"
"1232","MCD","0036786        ","6515258006469","FIN-3300-O          ","15-SEP-15"
"1306","MCD","0039514        ","6515258006470","FIN-3300-O          ","15-SEP-15"
"1326","MCD","0040226        ","6515258006471","FIN-3300-O          ","15-SEP-15"
"1352","MCD","0040879        ","6515258006472","FIN-3300-O          ","15-SEP-15"
"220000","MCD","9980000        ","6515259008016","FIN-3300-O          ","16-SEP-15"
"220002","MCD","9980002        ","6515259008017","FIN-3300-O          ","16-SEP-15"
"25043","MCD","0315528        ","6515259008018","FIN-3300-O          ","16-SEP-15"
"220003","MCD","9980003        ","6515259009414","FIN-3300-O          ","16-SEP-15"
"220004","MCD","9980004        ","6515259009415","FIN-3300-O          ","16-SEP-15"
"220005","MCD","9980005        ","6515259009416","FIN-3300-O          ","16-SEP-15"
"220001","MCD","9980001        ","6515259009417","FIN-3300-O          ","16-SEP-15"
"220031","MCD","9980031        ","6515259009418","FIN-3300-O          ","16-SEP-15"
"220006","MCD","9980006        ","6515259009419","FIN-3300-O          ","16-SEP-15"
"220007","MCD","9980007        ","6515259009420","FIN-3300-O          ","16-SEP-15"
"220008","MCD","9980008        ","6515259009421","FIN-3300-O          ","16-SEP-15"
"220009","MCD","9980009        ","6515259009422","FIN-3300-O          ","16-SEP-15"
"220010","MCD","9980010        ","6515259009423","FIN-3300-O          ","16-SEP-15"
"220011","MCD","9980011        ","6515259009424","FIN-3300-O          ","16-SEP-15"
"220012","MCD","9980012        ","6515259009425","FIN-3300-O          ","16-SEP-15"
"220013","MCD","9980013        ","6515259009426","FIN-3300-O          ","16-SEP-15"
"220014","MCD","9980014        ","6515259009427","FIN-3300-O          ","16-SEP-15"
"220015","MCD","9980015        ","6515259009428","FIN-3300-O          ","16-SEP-15"
"220016","MCD","9980016        ","6515259009429","FIN-3300-O          ","16-SEP-15"
"204322","MCD","LTC1114        ","6515259009430","FIN-3300-O          ","16-SEP-15"
"220018","MCD","9980018        ","6515259009431","FIN-3300-O          ","16-SEP-15"
"220019","MCD","9980019        ","6515259009432","FIN-3300-O          ","16-SEP-15"
"220020","MCD","9980020        ","6515259009433","FIN-3300-O          ","16-SEP-15"
"220021","MCD","9980021        ","6515259009434","FIN-3300-O          ","16-SEP-15"
"220022","MCD","9980022        ","6515259009435","FIN-3300-O          ","16-SEP-15"
"220023","MCD","9980023        ","6515259009436","FIN-3300-O          ","16-SEP-15"
"220024","MCD","9980024        ","6515259009437","FIN-3300-O          ","16-SEP-15"
"220025","MCD","9980025        ","6515259009438","FIN-3300-O          ","16-SEP-15"
"220026","MCD","9980026        ","6515259009439","FIN-3300-O          ","16-SEP-15"
"220027","MCD","9980027        ","6515259009440","FIN-3300-O          ","16-SEP-15"
"220028","MCD","9980028        ","6515259009441","FIN-3300-O          ","16-SEP-15"
"220029","MCD","9980029        ","6515259009442","FIN-3300-O          ","16-SEP-15"
"220030","MCD","9980030        ","6515259009443","FIN-3300-O          ","16-SEP-15"
"10356896","MCD","0108997        ","6515260008800","FIN-3300-O          ","17-SEP-15"
"10352648","MCD","0104277        ","6515260008801","FIN-3300-O          ","17-SEP-15"
"10381275","MCD","0135646        ","6515260008802","FIN-3300-O          ","17-SEP-15"
"10384150","MCD","0138712        ","6515260008803","FIN-3300-O          ","17-SEP-15"
"10381304","MCD","0135677        ","6515260008804","FIN-3300-O          ","17-SEP-15"
"10381508","MCD","0135895        ","6515260008805","FIN-3300-O          ","17-SEP-15"
"10381284","MCD","0135656        ","6515260008806","FIN-3300-O          ","17-SEP-15"
"10381288","MCD","0135661        ","6515260008807","FIN-3300-O          ","17-SEP-15"
"10381279","MCD","0135650        ","6515260008808","FIN-3300-O          ","17-SEP-15"
"10381283","MCD","0135655        ","6515260008809","FIN-3300-O          ","17-SEP-15"
"10384069","MCD","0138624        ","6515260008810","FIN-3300-O          ","17-SEP-15"
"10384090","MCD","0138645        ","6515260008811","FIN-3300-O          ","17-SEP-15"
"10384227","MCD","0138794        ","6515260008812","FIN-3300-O          ","17-SEP-15"
"10344543","MCD","0095535        ","6515264011713","FIN-3310-O          ","21-SEP-15"
"28035","MCD","0345442        ","6515264011714","FIN-3310-O          ","21-SEP-15"
"35033","MCD","0415429        ","6515264011715","FIN-3310-O          ","21-SEP-15"
"53509","MCD","0600193        ","6515264011716","FIN-3310-O          ","21-SEP-15"
"63492","MCD","0700049        ","6515264011717","FIN-3310-O          ","21-SEP-15"
"67513","MCD","0740256        ","6515264011718","FIN-3310-O          ","21-SEP-15"
"68501","MCD","0750138        ","6515264011719","FIN-3310-O          ","21-SEP-15"
"44970","MCD","0514796        ","6515264011720","FIN-3310-O          ","21-SEP-15"
"10343357","MCD","0094291        ","6515266003945","FIN-3300-O          ","23-SEP-15"
"10386635","MCD","0141341        ","6515268002098","FIN-3300-O          ","25-SEP-15"
"10386472","MCD","0141168        ","6515268002099","FIN-3300-O          ","25-SEP-15"
"10386471","MCD","0141167        ","6515268002100","FIN-3300-O          ","25-SEP-15"
"10386236","MCD","0140920        ","6515272003031","FIN-3302-O          ","29-SEP-15"
