P_ADDR_TB /PADDRSTB / DCLP-ADDR-TB
P-ATT-CLIA-IND       ,1
G-AUD-USER-ID        ,7
G-AUD-DT             ,10
G-AUD-TM             ,8
P-ATT-NOTE-TX-TEXT,500
P-ATT-HOSP-LIC-IND   ,1
P-CLM-REIMB-IND      ,1
P-ATT-ST-SUBST-IND   ,1
P-STAFF-INFO-IND     ,1
P-ATT-BY-LAWS-IND    ,1
P-ATT-OCCUP-IND      ,1
P-PLCY-PROC-IND      ,1
P-ATT-QMP-IND        ,1
P-ATT-MI-CC-LI-IND   ,1
P-ATT-DEA-IND        ,1
P-ATT-EDI-IND        ,1
P-ATT-NOTE-TX,1
P-ATT-TAX-DEP-IND    ,1
P-ATT-AUTH-SIG-IND   ,1
P-ATT-DOO-IND        ,1
P-ATT-JCAHO-IND      ,1
P-ATT-RTS-IND        ,1
P-PROC-MCARE-IND     ,1
P-UC-CHRG-MCR-IND    ,1
P-ATT-CMS-MCR-IND    ,1
P-PART-AGMT-IND      ,1
P-PROV-AGMT-IND      ,1
P-ATT-CA-CR-IND      ,1
P-ATT-PROOF-ME-IND   ,1
P-ATT-BRD-MBR-IND    ,1
P-ATT-OWNR-IND       ,1
P-ATT-ORG-INFO-IND   ,1
P-ATT-LIC-CLIN-IND   ,1
P_REQ_ATT_TY_TB /PREQTYTB / DCLP-REQ-ATT-TY-TB   
P-SYS-ID             ,9
P-ATT-TY-CD          ,3
G-AUD-USER-ID        ,7
G-AUD-DT             ,10
G-AUD-TM             ,8
P_PREV_MCAID_TB /PREVMCTB / DCLP-PREV-MCAID-TB   
P-SYS-ID             ,9
P-PREV-MCAID-ID      ,9
P-PREV-BEG-DT        ,10
P-PREV-END-DT        ,10
P-FED-TAX-ID         ,9
G-AUD-USER-ID        ,7
G-AUD-DT             ,10
G-AUD-TM             ,8
P_NABP_TB /PRNABPTB / DCLP-NABP-TB      
P-SYS-ID             ,9
P-NABP-NUM           ,11
P_PROV_TB /PROVDRTB / DCLP-PROV-TB      
P-SYS-ID             ,9
P-REC-TY-CD          ,1
P-ID                 ,9
P-APPL-NUM           ,8
P-ORIG-PROV-ID       ,9
P-RA-MEDM-CD         ,1
P-LOCN-CD            ,1
P-RA-SORT-SEQ-CD     ,1
P-RA-PRT-SUSP-CD     ,1
P-PRACT-TY-CD        ,1
P-INDIV-GRP-CD       ,1
P-OWNER-TY-CD        ,1
P-NF-CLS-CD          ,1
P-PHRM-CLS-CD        ,1
P-FACI-TY-CD         ,1
P-UPIN-NUM,6
P-SSN-NUM            ,9
P-NPI-NUM,10
P-NABP-NUM           ,11
P-DEA-NUM            ,11
P-DBA-NAM            ,35
P-DBA-ORG-IND        ,1
P-DBA-LAST-NAM       ,35
P-DBA-FST-NAM        ,15
P-DBA-MI-NAM         ,1
P-DBA-SFX-NAM        ,5
P-NAM                ,35
P-NAM-ORG-IND        ,1
P-LAST-NAM           ,35
P-FST-NAM            ,15
P-MI-NAM             ,1
P-SFX-NAM            ,5
P-W9-SIGNED-DT       ,10
P-MCARE-FY-MO-NUM    ,2
P-MCAID-FY-MO-NUM    ,2
P-FACI-FY-MO-NUM     ,2
P-APPL-DT            ,10
P-FACI-BEG-DT        ,10
P-FACI-END-DT        ,10
P-COST-STTLMT-DT     ,10
P-BLLTN-MEDM-CD      ,1
P-BLLTN-COPY-NUM     ,9
P-EMC-PSWD-DAT       ,8
P-MCARE-IND          ,1
P-FED-VAC-CHLD-IND   ,1
P-BKUP-WHOLD-IND     ,1
P-MULTI-LOCN-IND     ,1
P-GROSS-TAX-NUM      ,9
P-PROFIT-IND         ,1
P-REVER-DT           ,10
P-BLNG-CD            ,1
P-PROF-TECH-IND      ,1
P-SOLE-COMM-IND      ,1
P-TAX-DISCT-IND      ,1
P-ADD-DT             ,10
P-SORT-NAM           ,35
P-STATE-MATCH-IND    ,1
P-DEFER-COMP-IND     ,1
P-ENROLL-ACTION-CD   ,1
P-TPL-AUDIT-DT       ,10
P-TPL-AUDIT-TY-CD    ,1
P-APPL-COMPLETE-DT   ,10
P-APPL-STAT-CD       ,1
P-DUPL-OVRRD-IND     ,1
P-CANCEL-APPL-IND    ,1
P-SVC-LOC-CD         ,30
P-VFC-INFO-IND       ,1
G-AUD-USER-ID        ,7
G-AUD-DT             ,10
G-AUD-TM             ,8
P-ATYP-IND           ,1
P-HOUR-OPER-TX-TEXT,200
P-NABP-EFF-DT        ,10
P-DEA-EFF-DT         ,10
P-DEA-EXP-DT         ,10
P-OIN-NUM            ,7
P-EPSDT-IND          ,1
P-PYMT-MTHD-CD       ,1
P-1099-CD            ,1
P-EPSDT-INFO-IND     ,1
P-ENROL-FEE-PD-IND   ,1
P-DOB-DT             ,10
P_PROV_SORT_TB /PROVSRTB / DCLP-PROV-SORT-TB   
P-SYS-ID             ,9
P-SORT-1-DAT         ,35
P-SORT-2-DAT         ,35
P-SORT-3-DAT         ,35
P-SORT-4-DAT         ,35
P-SORT-5-DAT         ,35
P_PROV_QSTNR_TB /PRQSTNTB / DCLP-PROV-QSTNR-TB   
P-SYS-ID             ,9
P-QSTNR-NPP-IND      ,1
P-QSTNR-NPR-IND      ,1
P-24-HR-PHON-IND     ,1
P-ELEC-BLNG-IND      ,1
P-LOCN-TDD-IND       ,1
P-PUB-TRANS-IND      ,1
P-QSTNR-ADA-IND      ,1
P-EMRGCY-APPT-IND    ,1
P-YNG-CHLD-IND       ,1
P-OLD-CHLD-IND       ,1
P-QSTNR-ADLSC-IND    ,1
P-QSTNR-ADLT-IND     ,1
P-QSTNR-GERI-CD      ,1
P-FAM-THPY-IND       ,1
P-GRP-THPY-IND       ,1
P-EVAL-INTRV-IND     ,1
P-AVAIL-WK-IND       ,1
P-WAIT-APPTMT-TX-TEXT,30
P-QUES-LIC-STAT-CD   ,1
P-QSTNR-OTHR-TX-TEXT,30
P-SPECL-DENT-IND     ,1
P-QSTNR-DENT-TX-TEXT,30
P-QSTNR-ANES-IND     ,1
P-CONS-SEDATN-IND    ,1
P-QUES-NIT-OXI-IND   ,1
P-MCR-CERT-IND       ,1
P-QSTNR-ACRDTN-DT    ,10
P-CERT-PRESCR-CD     ,2
P-ON-SITE-LAB-IND    ,1
G-AUD-USER-ID        ,7
G-AUD-DT             ,10
P_REVW_CLM_TB /PRVCLMTB / DCLP-REVW-CLM-TB    
P-SYS-ID             ,9
P-REVW-BEG-DT        ,10
P-REVW-END-DT        ,10
P-REVW-SEQ-NUM       ,9
C-HDR-TY-CD          ,1
G-AUD-USER-ID        ,7
G-AUD-DT             ,10
G-AUD-TM             ,8
P_COS_TB /PRVCOSTB / DCLP-COS-TB       
P-SYS-ID             ,9
P-COS-BEG-DT         ,10
P-COS-CD             ,2
P-COS-END-DT         ,10
G-AUD-USER-ID        ,7
G-AUD-DT             ,10
G-AUD-TM             ,8
